"configuration","metric","observations","mean","sd","median","min","max"
"A_B_CACHE","heat_cache_demotion_threshold",60,10,0,10,10,10
"A_B_CACHE","hot_word_count",60,3.48333333333333,0.747689472991695,3,1,5
"A_B_CACHE","prefetch_accuracy_percent",60,0,0,0,0,0
"A_B_CACHE","prefetch_attempts",60,0,0,0,0,0
"A_B_CACHE","prefetch_hits",60,0,0,0,0,0
"A_B_CACHE","rolling_window_size",60,4096,0,4096,4096,4096
"A_B_CACHE","rolling_window_width",60,4096,0,4096,4096,4096
"A_B_CACHE","stale_word_ratio",60,0.094737,0,0.094737,0.094737,0.094737
"A_B_CACHE","total_lookups",60,4001,0,4001,4001,4001
"A_B_CACHE","vm_workload_duration_ns_q48",60,261895507148.8,23625518488.81,262374785024,216028217344,354980593664
"A_B_CACHE","window_tuning_checks",60,0,0,0,0,0
"A_BASELINE","adaptive_shrink_rate",60,75,0,75,75,75
"A_BASELINE","avg_word_heat",60,1.52473681666667,0.106399682666389,1.514035,1.157895,1.82807
"A_BASELINE","bucket_hit_percent",60,0,0,0,0,0
"A_BASELINE","bucket_hits",60,0,0,0,0,0
"A_BASELINE","bucket_search_latency_ns",60,0,0,0,0,0
"A_BASELINE","bucket_search_stddev_ns",60,0,0,0,0,0
"A_BASELINE","cache_hit_latency_ns",60,0,0,0,0,0
"A_BASELINE","cache_hit_percent",60,0,0,0,0,0
"A_BASELINE","cache_hit_stddev_ns",60,0,0,0,0,0
"A_BASELINE","cache_hits",60,0,0,0,0,0
"A_BASELINE","context_accuracy_percent",60,0,0,0,0,0
"A_BASELINE","context_correct",60,0,0,0,0,0
"A_BASELINE","context_predictions_total",60,0,0,0,0,0
"A_BASELINE","cpu_freq_delta_mhz_q48",60,2494737.06666667,6152661.21009564,65536,-7929856,28049408
"A_BASELINE","cpu_temp_delta_c_q48",60,0,0,0,0,0
"A_BASELINE","decay_min_interval_ns",60,1000,0,1000,1000,1000
"A_BASELINE","decay_rate_q16",60,1,0,1,1,1
"A_BASELINE","decay_slope",60,0.33,0,0.33,0.33,0.33
"A_BASELINE","enable_hotwords_cache",60,0,0,0,0,0
"A_BASELINE","enable_pipelining",60,0,0,0,0,0
"A_BASELINE","final_effective_window_size",60,4096,0,4096,4096,4096
"A_BASELINE","heat_cache_demotion_threshold",60,10,0,10,10,10
"A_BASELINE","hot_word_count",60,3.88333333333333,0.783119937275378,4,1,5
"A_BASELINE","prefetch_accuracy_percent",60,0,0,0,0,0
"A_BASELINE","prefetch_attempts",60,0,0,0,0,0
"A_BASELINE","prefetch_hits",60,0,0,0,0,0
"A_BASELINE","rolling_window_size",60,4096,0,4096,4096,4096
"A_BASELINE","rolling_window_width",60,4096,0,4096,4096,4096
"A_BASELINE","stale_word_ratio",60,0.094737,0,0.094737,0.094737,0.094737
"A_BASELINE","total_lookups",60,0,0,0,0,0
"A_BASELINE","vm_workload_duration_ns_q48",60,248652400776.533,20081111009.0806,251317583872,197326864384,286457790464
"A_BASELINE","window_tuning_checks",60,0,0,0,0,0
"A_C_FULL","adaptive_shrink_rate",60,75,0,75,75,75
"A_C_FULL","avg_word_heat",60,1.18280703333333,0.144669978551883,1.2,0.638596,1.42807
"A_C_FULL","bucket_hit_percent",60,0,0,0,0,0
"A_C_FULL","bucket_hits",60,0,0,0,0,0
"A_C_FULL","bucket_search_latency_ns",60,0,0,0,0,0
"A_C_FULL","bucket_search_stddev_ns",60,0,0,0,0,0
"A_C_FULL","cache_hit_latency_ns",60,0,0,0,0,0
"A_C_FULL","cache_hit_percent",60,0,0,0,0,0
"A_C_FULL","cache_hit_stddev_ns",60,0,0,0,0,0
"A_C_FULL","cache_hits",60,0,0,0,0,0
"A_C_FULL","context_accuracy_percent",60,0,0,0,0,0
"A_C_FULL","context_correct",60,0,0,0,0,0
"A_C_FULL","context_predictions_total",60,0,0,0,0,0
"A_C_FULL","cpu_freq_delta_mhz_q48",60,4065416.53333333,8609613.96251494,0,-1245184,33095680
"A_C_FULL","cpu_temp_delta_c_q48",60,0,0,0,0,0
"A_C_FULL","decay_min_interval_ns",60,1000,0,1000,1000,1000
"A_C_FULL","decay_rate_q16",60,1,0,1,1,1
"A_C_FULL","decay_slope",60,0.33,0,0.33,0.33,0.33
"A_C_FULL","enable_hotwords_cache",60,0,0,0,0,0
"A_C_FULL","enable_pipelining",60,1,0,1,1,1
"A_C_FULL","final_effective_window_size",60,4096,0,4096,4096,4096
"A_C_FULL","heat_cache_demotion_threshold",60,10,0,10,10,10
"A_C_FULL","hot_word_count",60,1.71666666666667,0.825271740899738,2,0,3
"A_C_FULL","prefetch_accuracy_percent",60,0,0,0,0,0
"A_C_FULL","prefetch_attempts",60,0,0,0,0,0
"A_C_FULL","prefetch_hits",60,0,0,0,0,0
"A_C_FULL","rolling_window_size",60,4096,0,4096,4096,4096
"A_C_FULL","rolling_window_width",60,4096,0,4096,4096,4096
"A_C_FULL","stale_word_ratio",60,0.0949709166666667,0.00109375291250621,0.094737,0.094737,0.101754
"A_C_FULL","total_lookups",60,0,0,0,0,0
"A_C_FULL","vm_workload_duration_ns_q48",60,317423097173.333,33071092529.7957,310981296128,243355156480,482535538688
"A_C_FULL","window_tuning_checks",60,0,0,0,0,0
