timestamp,configuration,run_number,total_lookups,cache_hits,cache_hit_percent,bucket_hits,bucket_hit_percent,cache_hit_latency_ns,cache_hit_stddev_ns,bucket_search_latency_ns,bucket_search_stddev_ns,context_predictions_total,context_correct,context_accuracy_percent,rolling_window_width,decay_slope,hot_word_count,stale_word_ratio,avg_word_heat,prefetch_accuracy_percent,prefetch_attempts,prefetch_hits,window_tuning_checks,final_effective_window_size,vm_workload_duration_ns_q48,cpu_temp_delta_c_q48,cpu_freq_delta_mhz_q48,decay_rate_q16,decay_min_interval_ns,rolling_window_size,adaptive_shrink_rate,heat_cache_demotion_threshold,enable_hotwords_cache,enable_pipelining
2025-11-10T05:59:52,A_B_CACHE,59,4001,680,17.00,2602,65.03,30,1047,59,190051,0,0,0.00,4096,0.33,5,0.094737,1.301754,0.00,0,0,0,4096,291276324864,0,-65536,1,1000,4096,75,10,1,0
2025-11-10T05:59:59,A_C_FULL,59,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,2,0.063158,0.849123,0.00,0,0,0,4096,333105659904,0,-1966080,1,1000,4096,75,10,0,1
2025-11-10T06:00:07,A_BASELINE,72,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,5,0.070175,1.540351,0.00,0,0,0,4096,275894108160,0,-65536,1,1000,4096,75,10,0,0
2025-11-10T06:00:15,A_B_CACHE,12,4001,688,17.20,2594,64.83,31,1045,50,3298,0,0,0.00,4096,0.33,5,0.070175,1.456140,0.00,0,0,0,4096,272375021568,0,0,1,1000,4096,75,10,1,0
2025-11-10T06:00:22,A_C_FULL,65,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,3,0.063158,1.066667,0.00,0,0,0,4096,338961301504,0,65536,1,1000,4096,75,10,0,1
2025-11-10T06:00:22,A_C_FULL,87,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,3,0.073684,1.126316,0.00,0,0,0,4096,345535873024,0,-131072,1,1000,4096,75,10,0,1
2025-11-10T06:00:30,A_BASELINE,79,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,5,0.094737,1.701754,0.00,0,0,0,4096,257892286464,0,-524288,1,1000,4096,75,10,0,0
2025-11-10T06:00:38,A_B_CACHE,49,4001,692,17.30,2590,64.73,27,830,49,3222,0,0,0.00,4096,0.33,4,0.070175,1.185965,0.00,0,0,0,4096,262169952256,0,12189696,1,1000,4096,75,10,1,0
2025-11-10T06:00:45,A_C_FULL,37,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,4,0.073684,1.256140,0.00,0,0,0,4096,343377051648,0,-65536,1,1000,4096,75,10,0,1
2025-11-10T06:00:52,A_B_CACHE,25,4001,689,17.22,2593,64.81,29,1296,50,3374,0,0,0.00,4096,0.33,5,0.070175,1.487719,0.00,0,0,0,4096,273957388288,0,-65536,1,1000,4096,75,10,1,0
2025-11-10T06:01:00,A_BASELINE,37,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,5,0.094737,1.743860,0.00,0,0,0,4096,258312306688,0,-262144,1,1000,4096,75,10,0,0
2025-11-10T06:01:07,A_B_C_FULL,22,4001,904,22.59,2378,59.44,33,1276,54,4036,851,752,88.37,4096,0.33,6,0.080702,1.694737,88.37,851,752,0,4096,388308860928,0,-131072,1,1000,4096,75,10,1,1
2025-11-10T06:01:15,A_BASELINE,44,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,4,0.073684,1.056140,0.00,0,0,0,4096,261138350080,0,327680,1,1000,4096,75,10,0,0
2025-11-10T06:01:22,A_B_C_FULL,80,4001,901,22.52,2381,59.51,33,1301,55,4196,851,752,88.37,4096,0.33,6,0.080702,1.715789,88.37,851,752,0,4096,373153202176,0,327680,1,1000,4096,75,10,1,1
2025-11-10T06:01:30,A_B_CACHE,30,4001,710,17.75,2572,64.28,28,879,48,3099,0,0,0.00,4096,0.33,5,0.094737,1.624561,0.00,0,0,0,4096,260244111360,0,65536,1,1000,4096,75,10,1,0
2025-11-10T06:01:30,A_B_CACHE,62,4001,687,17.17,2595,64.86,30,996,54,15204,0,0,0.00,4096,0.33,5,0.080702,1.585965,0.00,0,0,0,4096,277594636288,0,393216,1,1000,4096,75,10,1,0
2025-11-10T06:01:37,A_BASELINE,5,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,5,0.094737,1.656140,0.00,0,0,0,4096,287986876416,0,-458752,1,1000,4096,75,10,0,0
2025-11-10T06:01:45,A_C_FULL,85,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,2,0.066667,0.870175,0.00,0,0,0,4096,331550294016,0,65536,1,1000,4096,75,10,0,1
2025-11-10T06:01:52,A_BASELINE,86,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,4,0.070175,1.382456,0.00,0,0,0,4096,270808645632,0,-458752,1,1000,4096,75,10,0,0
2025-11-10T06:01:59,A_C_FULL,2,0,0,0.00,0,0.00,0,0,0,0,0,0,0.00,4096,0.33,3,0.094737,1.284211,0.00,0,0,0,4096,327970062336,0,-65536,1,1000,4096,75,10,0,1
